Date, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
20130109,None,2.527666667,3.406,3.6995,3.787833333,None,4.051166667,None,4.36,None
20130110,None,2.529,3.4315,3.690833333,3.791833333,None,4.050666667,None,4.365333333,None
20130111,None,2.502333333,3.432,3.705333333,3.798,None,4.055333333,None,4.382666667,None
20130112,None,2.482666667,3.386833333,3.703166667,3.797166667,None,4.003666667,None,4.3865,None
20130113,None,2.474,3.329333333,3.707333333,3.8,None,4.033666667,None,4.394,None
20130114,None,2.469833333,3.316833333,3.709166667,3.804833333,None,4.043,None,4.407666667,None
20130115,None,2.4825,3.3165,3.693333333,3.804833333,None,4.061166667,None,4.424666667,None
20130116,None,2.599833333,3.372,3.7285,3.828333333,None,4.082,None,4.436666667,None
20130117,None,2.635666667,3.356666667,3.720666667,3.8275,None,4.0895,None,4.452833333,None
20130118,None,2.656666667,3.405666667,3.723666667,3.836166667,None,4.094,None,4.469666667,None
20130119,None,2.6515,3.394666667,3.732666667,3.839666667,None,4.081833333,None,4.475,None
20130120,None,2.620333333,3.345833333,3.7195,3.825333333,None,4.063166667,None,4.469166667,None
20130121,None,2.630166667,3.444166667,3.733166667,3.848666667,None,4.085,None,4.483333333,None
20130122,None,2.586833333,3.364833333,3.736833333,3.836666667,None,4.0775,None,4.483166667,None
20130123,None,2.572,3.333,3.7255,3.837833333,None,4.078833333,None,4.476333333,None
20130124,None,2.567333333,3.351166667,3.732,3.851833333,None,4.097,None,4.481666667,None
20130125,None,2.549166667,3.378333333,3.735833333,3.85,None,4.0965,None,4.475,None
20130126,None,2.534,3.3475,3.734166667,3.848,None,4.1005,None,4.482166667,None
20130127,None,2.534166667,3.417,3.731833333,3.855666667,None,4.103333333,None,4.487666667,None
20130128,None,2.524,3.435,3.74,3.859333333,None,4.104166667,None,4.488,None
20130129,None,2.502666667,3.420666667,3.748333333,3.8635,None,4.0955,None,4.494,None
20130130,None,2.497333333,3.455166667,3.741166667,3.863666667,None,4.085666667,None,4.495,None
20130131,None,2.489166667,3.460666667,3.745666667,3.870833333,None,4.085333333,None,4.4965,None
20130201,None,2.467833333,3.419833333,3.761833333,3.874166667,None,4.0775,None,4.502666667,None
20130202,None,2.454833333,3.3425,3.756,3.877,None,4.072166667,None,4.507833333,None
20130203,None,2.463166667,3.383333333,3.756833333,3.893333333,None,4.090166667,None,4.518333333,None
20130204,None,2.445333333,3.364166667,3.746,3.8785,None,4.0795,None,4.512,None
20130205,None,2.444666667,3.403,3.759166667,3.884333333,None,4.079333333,None,4.5105,None
20130206,None,2.4425,3.404833333,3.754166667,3.8935,None,4.0785,None,4.518166667,None
20130207,None,2.4435,3.438333333,3.7585,3.8965,None,4.078833333,None,4.518,None
20130208,None,2.4215,3.384,3.759833333,3.885166667,None,4.071666667,None,4.509666667,None
20130209,None,2.426166667,3.318333333,3.736,3.879833333,None,4.073666667,None,4.509333333,None
20130210,None,2.423833333,3.316333333,3.7315,3.878333333,None,4.072,None,4.513333333,None
20130211,None,2.446166667,3.3875,3.741,3.880333333,None,4.085333333,None,4.5265,None
20130212,None,2.458,3.369666667,3.751833333,3.884166667,None,4.094833333,None,4.5315,None
20130213,None,2.444833333,3.3455,3.757166667,3.877,None,4.066333333,None,4.517666667,None
20130214,None,2.459833333,3.382666667,3.76,3.8885,None,4.0875,None,4.5215,None
20130215,None,2.462166667,3.403333333,3.773666667,3.9045,None,4.092333333,None,4.5275,None
20130216,None,2.460166667,3.411,3.781333333,3.9135,None,4.088833333,None,4.526666667,None
20130217,None,2.456833333,3.402,3.776333333,3.911833333,None,4.086833333,None,4.531833333,None
20130218,None,2.458666667,3.418,3.779666667,3.917833333,None,4.097,None,4.539333333,None
20130219,None,2.447666667,3.441,3.778333333,3.922,None,4.109666667,None,4.5445,None
20130220,None,2.4455,3.4175,3.782166667,3.9245,None,4.108166667,None,4.558833333,None
20130221,None,2.418166667,3.325333333,3.7815,3.909833333,None,4.099166667,None,4.555666667,None
20130222,None,2.431,3.325833333,3.794833333,3.921666667,None,4.122333333,None,4.580833333,None
20130223,None,2.445666667,3.389833333,3.790166667,3.935333333,None,4.1305,None,4.588333333,None
20130224,None,2.434166667,3.441666667,3.787666667,3.928333333,None,4.118833333,None,4.588,None
20130225,None,2.398333333,3.396,3.8,3.929666667,None,4.109,None,4.590833333,None
20130226,None,2.386333333,3.3375,3.807833333,3.930333333,None,4.106833333,None,4.5935,None
20130227,None,2.3735,3.3615,3.790166667,3.9185,None,4.096166667,None,4.58,None
20130228,None,2.3595,3.3885,3.795666667,3.926666667,None,4.098666667,None,4.579166667,None
20130301,None,2.352666667,3.4115,3.798666667,3.941166667,None,4.113166667,None,4.577833333,None
20130302,None,2.331166667,3.399833333,3.802833333,3.945,None,4.124166667,None,4.577666667,None
20130303,None,2.328833333,3.402166667,3.799166667,3.942833333,None,4.1375,None,4.564,None
20130304,None,2.304166667,3.39,3.794333333,3.940833333,None,4.152833333,None,4.559333333,None
20130305,None,2.305,3.3885,3.7985,3.940666667,None,4.176666667,None,4.544666667,None
20130306,None,2.290166667,3.372166667,3.797833333,3.930166667,None,4.173333333,None,4.508666667,None
20130307,None,2.2695,3.381166667,3.799333333,3.9205,None,4.1665,None,4.493333333,None
20130308,None,2.253166667,3.332666667,3.7985,3.917666667,None,4.164,None,4.485333333,None
20130309,None,2.2225,3.2935,3.802166667,3.910166667,None,4.142,None,4.4795,None
20130310,None,2.241666667,3.311833333,3.800333333,3.925666667,None,4.168833333,None,4.484666667,None
20130311,None,2.210833333,3.265166667,3.8085,3.927833333,None,4.154333333,None,4.490166667,None
20130312,None,2.190333333,3.267666667,3.758,3.907333333,None,4.126666667,None,4.488333333,None
20130313,None,2.191833333,3.326833333,3.782333333,3.912,None,4.148,None,4.519166667,None
20130314,None,2.187666667,3.277666667,3.8045,3.917,None,4.173166667,None,4.543166667,None
20130315,None,2.161833333,3.249166667,3.7825,3.903666667,None,4.167,None,4.541166667,None
20130316,None,2.169666667,3.2555,3.7945,3.9155,None,4.177333333,None,4.543,None
20130317,None,2.172333333,3.306,3.806,3.932333333,None,4.195666667,None,4.552833333,None
20130318,None,2.163666667,3.295833333,3.805666667,3.929333333,None,4.191,None,4.543833333,None
20130319,None,2.152833333,3.277,3.803833333,3.933166667,None,4.195,None,4.549,None
20130320,None,2.142833333,3.262666667,3.794166667,3.940666667,None,4.202666667,None,4.558166667,None
20130321,None,2.142833333,3.268333333,3.798166667,3.942166667,None,4.199666667,None,4.5625,None
20130322,None,2.114333333,3.262333333,3.784833333,3.935833333,None,4.196333333,None,4.5715,None
20130323,None,2.095,3.1985,3.757,3.923666667,None,4.177,None,4.5585,None
20130324,None,2.078,3.201333333,3.725833333,3.915333333,None,4.1745,None,4.554333333,None
20130325,None,2.065333333,3.2158,3.728333333,3.9105,None,4.177833333,None,4.556333333,None
20130326,None,2.064666667,3.2105,3.7305,3.911333333,None,4.179,None,4.567166667,None
20130327,None,2.042833333,3.1995,3.716833333,3.900333333,None,4.182,None,4.5645,None
20130328,None,2.034333333,3.194,3.711166667,3.898,None,4.1825,None,4.572333333,None
20130329,None,2.030666667,3.194666667,3.727666667,3.906833333,None,4.180166667,None,4.571333333,None
20130330,None,2.062,3.203333333,3.781833333,3.943833333,None,4.202833333,None,4.582666667,None
20130331,None,2.021333333,3.183666667,3.739333333,3.917333333,None,4.176166667,None,4.545833333,None
20130401,None,None,3.192833333,3.7415,3.931833333,None,4.1795,None,4.539333333,None
20130402,None,2.012,3.198,3.749166667,3.947,None,4.1945,None,4.535666667,None
20130403,None,2.015166667,3.196,3.7485,3.959166667,None,4.212333333,None,4.549166667,None
20130404,None,1.988333333,3.176166667,3.715666667,3.926333333,None,4.181,None,4.522166667,None
20130405,None,1.9795,3.183,3.714166667,3.925833333,None,4.179166667,None,4.533166667,None
20130406,None,1.985666667,3.203,3.731,3.932833333,None,4.183166667,None,4.549666667,None
20130407,None,2.0155,3.1905,3.774333333,3.972333333,None,4.213666667,None,4.580666667,None
20130408,None,1.983333333,3.186666667,3.750333333,3.959333333,None,4.187,None,4.570666667,None
20130409,None,1.965666667,3.1665,3.717333333,3.932333333,None,4.16,None,4.5565,None
20130410,None,1.969833333,3.152166667,3.723166667,3.939666667,None,4.154166667,None,4.569666667,None
20130411,None,1.981333333,3.148166667,3.753666667,3.964333333,None,4.164666667,None,4.5955,None
20130412,None,2.004833333,3.1715,3.7525,3.9745,None,4.170333333,None,4.608666667,None
20130413,None,2.007166667,3.1835,3.774333333,3.991666667,None,4.186666667,None,4.62,None
20130414,None,1.962,3.176333333,3.737166667,3.947666667,None,4.1565,None,4.584333333,None
20130415,None,1.9775,3.142666667,3.774666667,3.988166667,None,4.210166667,None,4.635166667,None
20130416,None,1.9765,3.188,3.762833333,3.973166667,None,4.2035,None,4.626666667,None
20130417,None,1.953333333,3.175,3.744166667,3.968833333,None,4.200333333,None,4.606833333,None
20130418,None,1.883166667,3.108666667,3.686333333,3.946666667,None,4.184,None,4.593,None
20130419,None,1.696333333,3.001166667,3.6545,3.951666667,None,4.216166667,None,4.600833333,None
20130420,None,1.406166667,2.804166667,3.603,3.870333333,None,4.193,None,4.572166667,None
20130421,None,1.015833333,2.647,3.501333333,3.723333333,None,4.141,None,4.5105,None
20130422,None,0.896833333,2.475333333,3.3985,3.7965,None,4.1235,None,4.498833333,None
20130423,None,1.085833333,2.515,3.422166667,3.843166667,None,4.173,None,4.544,None
20130424,None,1.170166667,2.504333333,3.424333333,3.825166667,None,4.156666667,None,4.5245,None
20130425,None,1.369833333,2.518333333,3.394166667,3.8065,None,4.163333333,None,4.518666667,None
20130426,None,1.486833333,2.496833333,3.359666667,3.7865,None,4.1575,None,4.506833333,None
20130427,None,1.7265,2.508166667,3.391166667,3.795333333,None,4.164833333,None,4.538166667,None
20130428,None,1.965333333,2.531333333,3.381666667,3.784333333,None,4.153833333,None,4.510333333,None
20130429,None,2.217666667,2.569666667,3.401833333,3.833166667,None,4.194166667,None,4.511,None
20130430,None,2.292666667,2.642,3.388166667,3.832166667,None,4.181666667,None,4.509833333,None
20130501,None,2.440666667,2.671666667,3.388,3.808833333,None,4.195666667,None,4.508333333,None
20130502,None,2.6495,2.752166667,3.398833333,3.7955,None,4.209166667,None,4.5135,None
20130503,None,2.8245,2.817333333,3.414,3.773666667,None,4.1975,None,4.4915,None
20130504,None,3.041166667,3.037,3.472833333,3.835666667,None,4.240833333,None,4.556166667,None
20130505,None,3.1005,3.107333333,3.445,3.8235,None,4.247166667,None,4.559833333,None
20130506,None,3.19,3.135833333,3.383666667,3.774666667,None,4.154166667,None,4.488,None
20130507,None,3.4895,3.317333333,3.360166667,3.781166667,None,4.144833333,None,4.477166667,None
20130508,None,4.033833333,3.468333333,3.397333333,3.730166667,None,4.099333333,None,4.419,None
20130509,None,4.356666667,3.796833333,3.4925,3.75,None,4.127,None,4.463333333,None
20130510,None,4.243833333,3.931,3.628166667,3.753166667,None,4.169833333,None,4.4595,None
20130511,None,3.936666667,4.0235,3.889833333,3.834666667,None,4.12,None,4.500833333,None
20130512,None,4.103666667,4.127833333,4.069333333,4.073833333,None,4.1135,None,4.362166667,None
20130513,None,4.567666667,4.578833333,4.522333333,4.510833333,None,4.441333333,None,4.327666667,None
20130514,None,4.677,4.681166667,4.679666667,4.678333333,None,4.648666667,None,4.593166667,None
20130515,None,4.829166667,4.785,4.684333333,4.643,None,4.4985,None,4.285333333,None
20130516,None,5.0595,5.029666667,4.992833333,4.967166667,None,4.848,None,4.6975,None
20130517,None,5.168,5.1395,5.097,5.094333333,None,5.070166667,None,5.019166667,None
20130518,None,5.481,5.3125,5.115333333,5.048666667,None,4.947833333,None,4.873,None
20130519,None,6.130333333,5.6405,5.072833333,4.977833333,None,4.883,None,4.824833333,None
20130520,None,7.707166667,6.143,5.218833333,5.034666667,None,4.850333333,None,4.790666667,None
20130521,None,9.788333333,6.399,5.411166667,5.077,None,4.933833333,None,4.862833333,None
20130522,None,10.96333333,6.4505,5.320833333,5.0375,None,4.910166667,None,4.856333333,None
20130523,None,11.195,7.355,5.525333333,5.137166667,None,4.9755,None,4.908833333,None
20130524,None,8.975,8.138,5.809833333,5.218833333,None,4.994833333,None,4.9295,None
20130525,None,8.968333333,8.097333333,6.020333333,5.133666667,None,4.928166667,None,4.845833333,None
20130526,None,8.771666667,7.523333333,6.076333333,5.099333333,None,4.861166667,None,4.789,None
20130527,None,9.755,7.534833333,5.8805,5.0535,None,4.842333333,None,4.768833333,None
20130528,None,10.92333333,7.836,6.325166667,5.293333333,None,4.952833333,None,4.869166667,None
20130529,None,12.44833333,7.932166667,6.206333333,5.264666667,None,4.919,None,4.833666667,None
20130530,None,11.335,8.641333333,6.279833333,5.391333333,None,4.8895,None,4.813,None
20130531,None,12.445,8.716,6.089,5.315833333,None,4.892333333,None,4.805833333,None
20130601,None,12.61666667,8.37,6.084333333,5.214,None,4.872333333,None,4.800166667,None
20130602,None,14.18666667,8.833333333,6.016166667,5.203666667,None,4.8805,None,4.801,None
20130603,None,14.66333333,9.355,6.501,5.404333333,None,4.928166667,None,4.8345,None
20130604,None,14.02333333,9.806666667,6.381166667,5.315166667,None,4.8628,None,4.800666667,None
20130605,None,13.71,10.09,6.272833333,5.324333333,None,4.9285,None,4.853666667,None
20130606,None,13.42166667,10.52666667,6.776833333,5.479166667,None,4.946166667,None,4.861,None
20130607,None,13.82333333,11.33833333,6.527,5.348166667,None,4.906,None,4.8375,None
20130608,None,14.22166667,11.20333333,6.889833333,5.420333333,None,4.876333333,None,4.791,None
20130609,None,14.35666667,11.78833333,6.695666667,5.411166667,None,4.911,None,4.8315,None
20130610,None,14.595,11.61833333,6.561666667,5.366166667,None,4.9096,None,None,None
20130611,None,14.26722222,11.78777778,6.7405,5.396333333,None,4.864944444,None,4.799111111,None
20130612,None,15.70416667,11.68333333,6.785291667,5.409666667,None,4.851333333,None,4.772583333,None
20130613,None,15.855,11.77871795,6.900025,5.4991,None,4.96745,None,4.885125,None
20130614,None,14.83083333,12.02333333,7.034458333,5.549375,None,4.971106383,None,4.8865625,None
20130615,None,14.935625,13.668125,7.1900625,5.552083333,None,4.918229167,None,4.8165625,None
20130616,None,14.85729167,13.40041667,7.466458333,5.594645833,None,4.930375,None,4.834625,None
20130617,None,15.248125,13.73765957,7.648765957,5.66993617,None,4.947340426,None,None,None
20130618,None,None,13.59958333,7.637104167,5.589270833,None,4.862510638,None,None,None
20130619,None,16.52708333,13.545625,7.681708333,5.672895833,None,4.898354167,None,4.8104375,None
20130620,None,17.71520833,13.58270833,7.76475,5.691958333,None,4.933708333,None,4.81875,None
20130621,None,18.03708333,14.10645833,7.680895833,5.660625,None,4.876489362,None,4.786458333,None
20130622,None,18.41520833,14.22541667,7.8544375,5.7719375,None,4.9760625,None,4.874395833,None
20130623,None,17.0125,14.41145833,9.064729167,6.082787234,None,5.009042553,None,4.866875,None
20130624,None,15.96104167,15.178125,9.468541667,6.149276596,None,5.051,None,4.923416667,None
20130625,None,15.221875,13.66166667,9.928297872,6.279895833,None,5.058234043,None,None,None
20130626,None,15.213125,13.40125,9.582958333,6.142895833,None,4.977895833,None,4.8735625,None
20130627,None,15.26520833,13.36020833,9.374893617,6.215395833,None,5.075702128,None,4.928833333,None
20130628,None,13.87270833,12.90416667,9.88375,6.339148936,None,5.082270833,None,4.9140625,None
20130629,None,None,13.07666667,9.73375,6.381625,None,5.053270833,None,4.873458333,None
20130630,None,13.385625,13.14479167,9.868085106,6.304958333,None,5.092229167,None,4.9225625,None
20130701,None,13.188125,12.440625,10.1025,6.370375,None,5.0495625,None,4.880708333,None
20130702,None,13.884375,12.53,9.84875,6.391958333,None,5.048270833,None,4.864791667,None
20130703,None,13.998125,13.206875,9.576875,6.3563125,None,5.0526875,None,4.8943125,None
20130704,None,14.325625,13.16770833,9.50875,6.290708333,None,5.061729167,None,4.901020833,None
20130705,None,14.23520833,13.44041667,9.454166667,6.349208333,None,5.0806875,None,4.915666667,None
20130706,None,15.14270833,14.295625,9.5334375,6.391229167,None,5.001958333,None,4.817125,None
20130707,None,15.965,14.03625,9.398395833,6.282479167,None,4.992395833,None,4.846645833,None
20130708,None,18.17270833,14.15104167,9.434166667,6.354729167,None,4.972270833,None,4.8049375,None
20130709,None,16.86416667,14.28520833,9.385083333,6.305604167,None,5.006333333,None,4.872270833,None
20130710,None,None,14.85333333,9.496166667,6.4278125,None,5.0558125,None,4.8841875,None
20130711,None,16.6175,18.06604167,9.419166667,6.430083333,None,5.053541667,None,4.874916667,None
20130712,None,17.07479167,16.046875,9.412708333,6.360020833,None,5.014645833,None,4.869520833,None
20130713,None,18.18520833,16.2825,9.437083333,6.346166667,None,4.996708333,None,4.856354167,None
20130714,None,19.68375,16.06083333,9.587291667,6.452041667,None,5.043291667,None,4.8624375,None
20130715,None,18.31375,16.24125,9.550416667,6.478229167,None,5.093625,None,None,None
20130716,None,17.388125,17.27166667,9.59375,6.486,None,5.078914894,None,4.882041667,None
20130717,None,16.57729167,16.70333333,9.555531915,6.528851064,None,5.118,None,4.988479167,None
20130718,None,16.95083333,16.51166667,9.526666667,6.495145833,None,5.060893617,None,4.903541667,None
20130719,None,17.07104167,16.82791667,9.688333333,6.5675,None,5.105770833,None,None,None
20130720,None,None,16.856875,9.638958333,6.485583333,None,5.056478261,None,None,None
20130721,None,17.93125,16.97020833,9.646041667,6.5359375,None,5.014958333,None,4.805208333,None
20130722,None,None,17.10708333,9.733191489,6.4846875,None,5.012,None,4.8035625,None
20130723,None,19.93916667,15.9525,9.7525,6.545104167,None,5.063125,None,4.865125,None
20130724,None,20.63708333,15.54229167,9.763404255,6.631645833,None,5.071229167,None,4.873708333,None
20130725,None,20.72208333,17.88956522,9.825625,6.603,None,5.088729167,None,4.883166667,None
20130726,None,21.060625,19.25354167,9.771875,6.6506875,None,5.087333333,None,None,None
20130727,None,21.45895833,19.830625,9.924583333,6.701979167,None,5.097041667,None,4.874770833,None
20130728,None,22.11583333,19.7425,10.02020833,6.776458333,None,5.148541667,None,None,None
20130729,None,21.50645833,19.26229167,10.0675,6.787895833,None,5.183104167,None,4.960291667,None
20130730,None,20.5375,None,10.118125,6.804770833,None,5.1561875,None,None,None
20130731,None,19.96166667,None,10.14659574,6.907083333,None,5.240208333,None,4.987208333,None
20130801,None,19.27666667,None,10.28041667,6.964791667,None,5.208916667,None,4.9265625,None
20130802,None,18.686875,None,10.17979167,6.923270833,None,5.182,None,None,None
20130803,None,19.510625,None,10.34104167,6.939770833,None,5.195208333,None,4.9454375,None
20130804,None,19.284375,None,10.41416667,7.068875,None,5.274354167,None,None,None
20130805,None,18.56083333,None,10.52708333,7.174166667,None,5.272,None,4.967854167,None
20130806,None,18.27395833,None,10.62104167,7.208708333,None,5.295520833,None,4.987770833,None
20130807,None,17.56395833,None,10.88541667,7.310541667,None,5.3484375,None,5.039020833,None
20130808,None,17.19645833,None,11.38083333,7.424458333,None,5.3058125,None,4.9803125,None
20130809,None,17.34916667,None,11.843125,7.6915,None,5.420729167,None,5.075166667,None
20130810,None,16.88020833,None,12.15104167,7.750645833,None,5.376229167,None,5.047416667,None
20130811,None,16.98333333,None,11.97541667,7.794145833,None,5.396625,None,5.084645833,None
20130812,None,16.75083333,None,12.04708333,7.7863125,None,5.449520833,None,5.1683125,None
20130813,None,16.318125,None,11.92020833,7.807170213,None,5.4451875,None,None,None
20130814,None,15.713125,None,11.9025,7.820625,None,5.482333333,None,5.113020833,None
20130815,None,14.9975,None,11.91106383,7.816808511,None,5.446680851,None,5.055854167,None
20130816,None,15.96479167,None,11.90979167,7.744666667,None,5.431875,None,5.0410625,None
20130817,None,15.836875,None,12.006875,7.9358125,None,5.530041667,None,5.124145833,None
20130818,None,15.63541667,None,12.29145833,8.018723404,None,5.479145833,None,5.060458333,None
20130819,None,15.21770833,None,12.646875,8.192489362,None,5.5928125,None,5.1635625,None
20130820,None,14.69333333,None,12.69520833,8.2404375,None,5.57125,None,None,None
20130821,None,14.67458333,None,12.62229167,8.304869565,None,5.579833333,None,5.1215625,None
20130822,None,14.62520833,None,12.56041667,8.235702128,None,5.60325,None,5.162333333,None
20130823,None,14.475,None,12.35875,8.180083333,None,5.577895833,None,5.162083333,None
20130824,None,15.20520833,None,12.205,8.1515,None,5.577625,None,5.148375,None
20130825,None,15.99479167,None,11.99041667,8.083255319,None,5.5596875,None,5.1525,None
20130826,None,16.4475,None,11.89583333,8.116191489,None,5.563541667,None,5.169833333,None
20130827,None,16.26058824,None,11.94529412,8.156529412,None,5.710352941,None,5.278823529,None
20130828,None,16.74333333,14.77962963,11.97666667,8.193777778,None,5.582444444,None,5.164555556,None
20130829,None,16.58,15.110625,11.93166667,8.246854167,None,5.658375,None,5.227333333,None
20130830,None,16.22041667,15.03958333,12.005625,8.278916667,None,5.682583333,None,5.278916667,None
20130831,None,15.845,14.90375,11.89375,8.321595745,None,5.687625,None,5.2941875,None
20130901,None,15.800625,15.27395833,11.95638298,8.368489362,None,5.6990625,None,5.284479167,None
20130902,None,14.64104167,14.30833333,12.159375,8.366666667,None,5.734375,None,5.336041667,None
20130903,None,14.17041667,13.716875,12.364375,8.356729167,None,5.694125,None,5.290333333,None
20130904,None,14.16520833,13.62125,12.30229167,8.281958333,None,5.694416667,None,5.293020833,None
20130905,None,14.855625,13.704375,12.26958333,8.314404255,None,5.725020833,None,5.3058125,None
20130906,None,15.35479167,13.95229167,12.21479167,8.4221875,None,5.7753125,None,5.354020833,None
20130907,None,14.98583333,14.56645833,12.18666667,8.4909375,None,5.833333333,None,5.3988125,None
20130908,None,14.67020833,14.250625,12.15145833,8.473395833,None,5.80625,None,5.37125,None
20130909,None,15.095625,14.27583333,12.10148936,8.471468085,None,5.802404255,None,5.360604167,None
20130910,None,15.27791667,14.48770833,12.05958333,8.521625,None,5.826208333,None,5.375333333,None
20130911,None,14.97833333,14.48,12.11145833,8.530416667,None,5.834574468,None,5.416166667,None
20130912,None,14.82541667,14.36395833,12.10770833,8.570914894,None,5.833270833,None,5.420958333,None
20130913,None,14.578125,14.271875,12.04791667,8.591083333,None,5.846382979,None,5.425895833,None
20130914,None,14.55854167,13.99645833,12.20145833,8.553541667,None,5.866208333,None,5.434791667,None
20130915,None,14.25541667,13.90333333,12.251875,8.681083333,None,5.939893617,None,5.493708333,None
20130916,None,13.491875,13.43583333,12.189375,8.9498125,None,5.951291667,None,5.497666667,None
20130917,None,12.0375,11.9725,11.81333333,10.32770833,None,6.073229167,None,5.550583333,None
20130918,None,10.84833333,10.78333333,10.683125,10.23270833,None,6.223,None,5.577458333,None
20130919,None,10.18583333,10.10916667,9.809375,9.443958333,None,6.755791667,None,5.604895833,None
20130920,None,10.19041667,10.050625,9.650833333,9.304375,None,6.555145833,None,5.575375,None
20130921,None,9.812708333,9.593958333,9.419565217,9.17125,None,6.433021277,None,None,None
20130922,None,9.697083333,9.503125,9.295208333,9.084583333,None,6.474020833,None,5.596479167,None
20130923,None,9.843125,9.513541667,9.279791667,9.036041667,None,6.433604167,None,5.622083333,None
20130924,None,9.801666667,9.695,9.411875,9.062291667,None,6.493583333,None,5.649666667,None
20130925,None,9.535416667,9.401041667,9.219166667,9.024347826,None,6.473625,None,5.654854167,None
20130926,None,None,9.088913043,9.034782609,8.891111111,None,6.520625,None,5.6795625,None
20130927,None,8.896875,8.824166667,8.799791667,8.682708333,None,6.466416667,None,5.686895833,None
20130928,None,8.410625,8.249361702,8.1419375,8.026708333,None,6.701041667,None,5.68525,None
20130929,None,None,7.882791667,7.83025,7.777229167,None,6.841583333,None,5.758145833,None
20130930,None,7.8310625,7.802708333,7.748166667,7.6569375,None,6.905791667,None,5.739541667,None
20131001,None,7.656625,7.5431875,7.5086875,7.4468125,None,6.979895833,None,5.767354167,None
20131002,None,7.404083333,7.323708333,7.230291667,7.155854167,None,6.825916667,None,None,None
20131003,None,7.207625,7.150729167,7.113958333,7.038833333,None,6.7813125,None,None,None
20131004,None,6.97825,6.964489362,6.922042553,6.897541667,None,6.7469375,None,6.246708333,None
20131005,None,6.8571875,6.843604167,6.85175,6.846666667,None,6.765,None,6.3570625,None
20131006,None,7.011208333,6.872,6.786,6.746791667,None,6.6955625,None,6.394791667,None
20131007,None,6.860166667,6.757916667,6.672791667,6.629125,None,6.574041667,None,6.435229167,None
20131008,None,7.045416667,6.8925625,6.689916667,6.608020833,None,6.5406875,None,6.478645833,None
20131009,None,None,7.262125,6.8134375,6.640645833,None,6.55425,None,6.490666667,None
20131010,None,None,7.780893617,7.193833333,6.758729167,None,6.552458333,None,None,None
20131011,None,7.3861875,7.367854167,7.310208333,7.197416667,None,6.897979167,None,6.684020833,None
20131012,None,6.80425,6.6665625,6.639166667,6.60825,None,6.520854167,None,6.430583333,None
20131013,None,6.507479167,6.428479167,6.362595745,6.335020833,None,6.290166667,None,6.2324375,None
20131014,None,6.3258125,6.259604167,6.1838125,6.163166667,None,6.117195652,None,6.0588125,None
20131015,None,6.161833333,6.100520833,6.057375,6.039145833,None,6.009020833,None,5.95475,None
20131016,None,6.228958333,6.134895833,6.0763125,6.028255319,None,5.963416667,None,5.9216875,None
20131017,None,None,5.969666667,5.9675,5.951375,None,5.928229167,None,5.883791667,None
20131018,None,5.84475,5.821583333,5.8334375,5.8313125,None,5.825104167,None,5.8045625,None
20131019,None,5.497791667,5.444666667,5.452041667,5.4171875,None,5.352645833,None,5.271541667,None
20131020,None,4.9864375,4.946489362,4.98375,4.959645833,None,4.859020833,None,4.709979167,None
20131021,None,4.515083333,4.475458333,4.503520833,4.497270833,None,4.457791667,None,4.364854167,None
20131022,None,4.206375,4.193354167,4.21925,4.21225,None,4.191666667,None,4.139458333,None
20131023,None,3.661958333,3.911416667,3.957217391,3.96875,None,3.9911875,None,None,None
20131024,None,3.974604167,4.0124375,3.980666667,3.985083333,None,3.990916667,None,None,None
20131025,None,4.418979167,4.438625,4.406791667,4.400833333,None,4.3975,None,4.388083333,None
20131026,None,4.272479167,4.2756875,4.265541667,4.260395833,None,4.254208333,None,4.245229167,None
20131027,None,4.244354167,4.235770833,4.237208333,4.233645833,None,4.229208333,None,4.2175,None
20131028,None,4.266583333,4.274125,4.25525,4.250083333,None,4.2395,None,4.223041667,None
20131029,None,4.323479167,4.336333333,4.338104167,4.335395833,None,4.327125,None,4.3201875,None
20131030,None,4.346104167,4.328666667,4.314125,4.291958333,None,4.266895833,None,4.2345625,None
20131031,None,4.217375,4.192166667,4.198276596,4.192468085,None,4.195916667,None,4.167979167,None
20131101,None,3.985854167,3.9790625,4.0075625,4.015020833,None,4.01623913,None,None,None
20131102,None,3.722666667,3.731854167,3.775979167,3.810416667,None,3.846531915,None,None,None
20131103,None,3.410729167,3.4743125,3.561291667,3.606125,None,3.6904375,None,3.758666667,None
20131104,None,3.090125,3.082395833,3.153708333,3.245645833,None,3.333166667,None,3.512625,None
20131105,None,3.082583333,3.099083333,3.113645833,3.117395833,None,3.1274375,None,3.146083333,None
20131106,None,2.9768125,3.050541667,3.102645833,3.122604167,None,3.1709375,None,3.2313125,None
20131107,None,2.941958333,2.955041667,3.08625,3.1308125,None,3.199770833,None,3.290708333,None
20131108,None,None,3.0409375,3.1439375,3.1809375,None,3.239875,None,3.3533125,None
20131109,None,3.052270833,3.091229167,3.165416667,3.207979167,None,3.292895833,None,3.421375,None
20131110,None,3.0973125,3.115104167,3.18925,3.233395833,None,3.324583333,None,3.4671875,None
20131111,None,3.108895833,3.126354167,3.222791667,3.262291667,None,3.350729167,None,3.493895833,None
20131112,None,3.118458333,3.126291667,3.238270833,3.286166667,None,3.382395833,None,3.546166667,None
20131113,None,3.131958333,3.193916667,3.257020833,3.304395833,None,3.404395833,None,3.576270833,None
